No,imageUrl,linkUrl,startDateTime,endDateTime,categories,brand,sort,title,description,specialFlag
1,/common/front/img/pj/top/banner_160301pricedown_c.jpg,/pjitem/list/?_al=pricedown&count=60&_dm=2&outlet=include&sort=6&sid=trend_160301pricedown,2018/4/24 9:47,2018/7/25 9:00,"BRA,ROOMWEAR,FASHION,BEAUTY,CAMPAIGN,INNER",PEACH JOHN,1,Special Price of This Week,4/25(水)更新！人気のアイテムが週替わりでプライスダウン！,0
2,/common/front/img/pj/top/banner_180124season_c.jpg,/pjitem/list/?_al=180124season&outlet=include&count=60&sort=6&_dm=2&sid=trend_180124season,2018/1/24 8:57,2018/4/11 9:00,BRA,PEACH JOHN,1,LADY STARDUST,春のプリズムのように、ロマンティックにきらめく澄んだペールトーンの新作ランジェリーコレクション,0
3,/common/front/img/pj/top/banner_sa_180124topics_c.jpg,/pjitem/list/?_al=sa_180124topics&outlet=include&sort=6&_dm=2,2018/3/28 13:54,2018/7/25 9:00,BRA,SALON \nby PEACH JOHN,1,SALON STRAPLESS,「キモチイイ」のに「ズリ落ちにくい」本当に求めてたのは、こんなストラップレスブラ,0
4,/common/front/img/pj/top/banner_180110work_c.jpg,/pjitem/list/?_al=180110work&outlet=include&count=60&sort=6&_dm=2&sid=trend_180110work,2018/1/10 9:00,2018/7/25 9:00,BRA,PEACH JOHN,1,WORK BRA NEW COLOR,軽くてストレスフリーなお仕事ブラに鮮やかで目を引くフクシアが登場,0
5,/common/front/img/pj/top/banner_171018miracle_c.jpg,/pjitem/detail/?ITM=1019043&outlet=include&sid=trend_171018miracle,2018/1/10 9:00,2018/7/25 9:00,BRA,PEACH JOHN,1,MIRACLE NUDY（R）,カンタンお手入れ＆ウルトラライトな着け心地！フルレースなのに洗濯機でそのまま洗えるタフなブラ,0
6,/common/front/img/pj/top/banner_170728panty_c.jpg,/pj/special/pj16at/panty/?sid=trend_170728panty,2018/4/4 11:55,2018/7/25 9:00,BRA,PEACH JOHN,1,FEATURED PANTY,毎月更新！パンティ妖精占いから\nお気に入りのパンティをみつけよう,0
7,/common/front/img/pj/top/banner_171222horoscope_c.jpg,/pj/special/horoscope/?sid=trend_171222horoscope,2017/12/22 9:00,2018/7/25 9:00,BRA,PEACH JOHN,1,あなたの運勢占います,2018年の仕事や人間関係、気になる彼ともこれさえ見れば上手くいく!?,0
8,/common/front/img/pj/top/banner_171213braset_c.jpg,/pjitem/list/?_al=171213braset&_dm=2&count=60&outlet=include&sort=6&sid=trend_171213braset,2017/12/13 9:00,2018/4/10 9:00,BRA,PEACH JOHN,1,BRA SET NEW IN,"上下で￥2,980+税！\n人気のPJブラセットに新作登場",0
9,/common/front/img/pj/top/banner_171206days_c.jpg,/pjitem/list/?_al=171206days&sort=6&_dm=2&count=60&outlet=include&_iid=1&sid=trend_171206days,2017/12/6 9:00,2018/4/24 9:00,BRA,PEACH JOHN,1,じぶんサイズブラ,最大7カップの豊富なサイズ展開で\nきっと見つかる、ぴったりサイズ,0
10,/common/front/img/pj/top/banner_171129date_c.jpg,/pj/special/date/?sid=trend_171129date,2017/11/29 9:00,2018/4/11 9:00,BRA,PEACH JOHN,1,「男の本音」大調査,総勢318人の男性に下着についての\n本音を聞きました！,0
