No,imageUrl,linkUrl,startDateTime,endDateTime,categories,brand,sort,title,description,specialFlag
1,/common/front/img/pj/top/banner_181017pricedown_c.jpg,/pjitem/list/?_al=pricedown&count=60&_dm=2&outlet=include&sort=6&sid=trend_181017pricedown,2018/11/7 9:40,9999/7/25 9:00,"BRA,ROOMWEAR,FASHION,BEAUTY,CAMPAIGN,INNER",PEACH JOHN,1,今週のプライスダウン,11/7(水)更新！人気のアイテムが週替わりでプライスダウン！,0
2,/common/front/img/pj/top/banner_sa_180124topics_c.jpg,/pjitem/list/?_al=sa_180124topics&outlet=include&sort=6&_dm=2,2018/3/28 13:54,2018/10/3 9:00,BRA,SALON \nby PEACH JOHN,1,SALON STRAPLESS,「キモチイイ」のに「ズリ落ちにくい」本当に求めてたのは、こんなストラップレスブラ,0
3,/common/front/img/pj/top/banner_170728panty_c.jpg,/pj/special/pj16at/panty/?sid=trend_170728panty,2018/7/6 11:58,2018/8/28 9:00,BRA,PEACH JOHN,1,FEATURED PANTY,毎月更新！パンティ妖精占いから、お気に入りのパンティをみつけよう,0
4,/common/front/img/pj/top/banner_171222horoscope_c.jpg,/pj/special/horoscope/?sid=trend_171222horoscope,2017/12/22 9:00,2018/10/3 9:00,BRA,PEACH JOHN,1,あなたの運勢占います,2018年の仕事や人間関係、気になる彼ともこれさえ見れば上手くいく!?,0
5,/common/front/img/pj/top/banner_171108nightbra_c.jpg,/pjitem/list/?_al=171108nightbra&sort=6&outlet=include&_dm=2&_iid=1&sid=trend_171108nightbra,2017/11/8 9:00,2018/10/10 12:00,"BRA,INNER,BEAUTY",PEACH JOHN,1,Night Bra,寝ている間のバストケア\n人気のナイトブラに待望の新作登場！,0
6,/common/front/img/pj/top/banner_171108slclm_c.jpg,/pj/salon/column/171108.html?sid=trend_171108slclm,2017/11/8 9:00,2018/10/3 9:00,INNER,SALON \nby PEACH JOHN,1,Silk Rayon Series,驚くほどなめらか\nSALONのNo.1アンダーウエアシリーズ,0
7,/common/front/img/pj/top/banner_171025pjdays_c.jpg,/pj/special/pjdays/?sid=trend_171025pjdays,2017/10/25 9:00,2018/8/28 9:00,BRA,PEACH JOHN,1,毎日つけたい“最高のフツウ”,"上下で￥3,960+税\n「PJ DAYS」に新作・新色登場",0
8,/common/front/img/pj/top/banner_171018eros_c.jpg,/pj/special/eros/?sid=trend_171018eros,2017/10/8 9:00,2019/1/30 9:00,BEAUTY,PEACH JOHN,1,EROS BEAUTY,「狙って、引き寄せ、誘わせる」\nイランイランとチュベローズの香り,0
9,/common/front/img/pj/top/banner_171011dressup_c.gif,/pjitem/list/?_al=171011dressup&outlet=include&count=60&_dm=2&sort=6&sid=trend_171011dressup,2017/10/11 9:00,2018/10/3 9:00,BRA,PEACH JOHN,1,Dress Upは下着から,着こなしにあったブラ\n選んでますか？,0
10,/common/front/img/pj/top/banner_170913dusty_c.jpg,/pjitem/list/?_al=170913dusty&count=60&outlet=include&_dm=2&sort=6&sid=trend_170913dusty,2017/9/13 9:00,2019/1/30 9:00,"BRA,ROOMWEAR",PEACH JOHN,1,Like an Antique Rose,大人の女性へ贈る\n甘すぎないピンク特集,0
11,/common/front/img/pj/top/banner_170913storestaff_c.jpg,/pj/special/storestaff/?sid=trend_170913storestaff,2017/9/13 9:00,2018/8/28 9:00,"BRA,BEAUTY",PEACH JOHN,1,OUR PJ FAVORITES TOP 10,"全国100名のスタッフが紹介する\n
本当に愛用しているアイテム！",0
12,/common/front/img/pj/top/banner_180606blue_c.jpg,/pjitem/list/?_al=blue&outlet=include&_bcg=007&count=60&sort=6&_dm=2&itemSrcFlt=1&sid=trend_180606blue,2018/6/6 13:58,2018/10/3 9:00,BRA,PEACH JOHN,1,SOMETHING BLUE,"身につけるだけで幸運を引き寄せる\n
ブルーのアイテムをご紹介
",0
13,/common/front/img/pj/top/banner_170412maternity_c.jpg,/pj/special/pj17sm/Maternity/?sid=trend_170412maternity,2017/4/12 9:00,2019/1/30 9:00,"BRA,INNER",PEACH JOHN,1,mama body talk,"心とカラダが変化する\n
プレママ＆ママたちの下着事情
",0
14,/common/front/img/pj/top/banner_160330pink_c.jpg,/pjitem/list/?_al=pink&outlet=include&_bcg=002&count=60&sort=6&_dm=2&itemSrcFlt=1&sid=trend_160330pink,2016/3/30 9:00,2018/10/3 9:00,BRA,PEACH JOHN,1,Everyday PINK,みんな大好き！ピンクのブラや\nルームウエアを集めました,1
15,/common/front/img/pj/top/banner_160112repeat_c.jpg,http://regular.peachjohn.co.jp/fm/bb/?wmpref=hp_trend,2016/1/12 9:00,2019/1/30 9:00,BEAUTY,PEACH JOHN,1,ずっと最大20％OFF＆送料無料！,人気のボディケアアイテムの\nお得な「定期便」コース,0
16,/common/front/img/pj/top/banner_160720care_c.jpg,/pj/info/care/?sid=trend_care,2016/7/21 9:00,9999/7/25 9:00,"BRA,INNER,ROOMWEAR,FASHION",PEACH JOHN,1,下着と洋服のお手入れ講座,お気に入りを長持ちさせるために。\n素材ごとのお手入れ方法やコツを詳しくご紹介！,1
17,/common/front/img/pj/top/banner_160720sizeguide_c.jpg,/pj/size/?sid=trend_size,2016/7/20 9:00,9999/7/25 9:00,"BRA,INNER,ROOMWEAR,FASHION",PEACH JOHN,1,SIZE GUIDE,サイズ選びに悩んだら、まずココをチェック！,1
18,/common/front/img/pj/top/banner_160720braadviser_c.jpg,/pj/special/braadviser/?sid=trend_braadviser,2016/7/20 9:00,9999/7/25 9:00,BRA,PEACH JOHN,1,ベストフィットなブラ選び,正しいフィッティング方法からPJの全ブラの機能まで余すことなくご紹介。,1
19,/common/front/img/pj/top/banner_170502gift_c.jpg,/pjitem/list/?_al=170502gift&outlet=include&itemSrcFlt=1&sort=6&_dm=2&count=60&sid=bea_170502gift,2017/5/2 9:00,9999/7/25 9:00,"BEAUTY,ROOMWEAR",PEACH JOHN,1,Happy Gifting,シーン・価格ごとに選べるギフトにおすすめのアイテム,0
20,/common/front/img/pj/top/banner_180718under3000_c.jpg,/pjitem/list/?_al=170208under3000&outlet=include&sort=6&count=60&_pt=3000&_pf=1&sid=trend_180718under3000,2018/7/18 14:00,9999/7/25 9:00,BRA,PEACH JOHN,1,"Under ￥3,000 BRA",みんなの胸にちょうどいいPJ DAYSなどお手頃価格のブラが勢揃い,0
